iter	Passed	Remaining
174	457	2158
175	460	2155
176	461	2147
177	463	2139
178	464	2130
179	465	2122
180	466	2112
181	468	2104
182	469	2096
183	470	2088
184	472	2080
185	473	2073
186	475	2065
187	476	2057
188	477	2050
189	479	2043
190	480	2036
191	482	2028
192	483	2021
193	485	2016
194	486	2008
195	488	2003
196	489	1996
197	491	1989
198	493	1986
199	495	1982
200	497	1979
201	499	1974
202	506	1989
203	508	1983
204	509	1976
205	511	1970
206	512	1963
207	513	1955
208	515	1949
209	516	1942
210	518	1938
211	519	1931
212	520	1924
213	522	1919
214	523	1912
215	525	1905
216	526	1898
217	527	1892
218	529	1887
219	530	1882
220	532	1877
221	533	1871
222	535	1865
223	536	1860
224	538	1853
225	539	1847
226	540	1841
227	542	1836
228	543	1830
229	545	1825
230	546	1818
231	547	1812
232	548	1805
233	549	1799
234	550	1793
235	552	1787
236	553	1781
237	554	1776
238	556	1771
239	557	1766
240	558	1759
241	560	1754
242	561	1749
243	562	1743
244	563	1737
245	564	1731
246	566	1726
247	567	1721
248	569	1716
249	570	1711
250	571	1706
251	572	1700
252	573	1694
253	575	1689
254	576	1684
255	577	1679
256	579	1674
257	580	1669
258	582	1665
259	583	1659
260	584	1654
261	585	1649
262	587	1645
263	588	1640
264	589	1635
265	591	1631
266	592	1627
267	594	1622
268	595	1617
269	596	1612
270	597	1608
271	599	1603
272	600	1598
273	601	1594
274	602	1589
275	604	1585
276	605	1580
277	607	1576
278	608	1572
279	609	1568
280	611	1563
281	612	1559
282	613	1554
283	614	1550
284	616	1546
285	617	1542
286	618	1537
287	620	1532
288	621	1528
289	622	1524
290	623	1519
291	624	1515
292	626	1510
293	627	1506
294	628	1502
295	630	1498
296	631	1493
297	632	1489
298	633	1485
299	634	1480
300	635	1476
301	636	1472
302	638	1468
303	639	1464
304	640	1460
305	642	1456
306	643	1452
307	644	1448
308	645	1444
309	647	1440
310	648	1436
311	649	1432
312	650	1428
313	652	1424
314	653	1420
315	654	1416
316	655	1413
317	657	1409
318	658	1405
319	659	1401
320	660	1397
321	661	1393
322	663	1389
323	664	1385
324	665	1382
325	667	1379
326	668	1375
327	669	1372
328	670	1367
329	671	1364
330	673	1361
331	674	1357
332	675	1353
333	676	1349
334	678	1346
335	679	1343
336	681	1339
337	682	1335
338	683	1332
339	684	1329
340	685	1325
341	687	1321
342	688	1318
343	689	1315
344	691	1311
345	692	1308
346	693	1305
347	695	1302
348	696	1298
349	697	1295
350	698	1291
351	700	1288
352	701	1285
353	702	1282
354	704	1279
355	705	1276
356	706	1273
357	707	1269
358	708	1265
359	709	1262
360	711	1259
361	712	1256
362	713	1252
363	715	1249
364	716	1246
365	718	1244
366	719	1240
367	720	1237
368	721	1234
369	722	1230
370	723	1227
371	725	1223
372	727	1222
373	728	1220
374	730	1217
375	731	1214
376	732	1211
377	734	1207
378	735	1204
379	736	1201
380	737	1198
381	738	1195
382	740	1192
383	741	1189
384	742	1186
385	744	1183
386	745	1180
387	746	1176
388	747	1173
389	748	1170
390	749	1167
391	752	1167
392	754	1165
393	756	1163
394	757	1160
395	758	1156
396	759	1154
397	760	1151
398	761	1147
399	763	1145
400	765	1142
401	766	1140
402	767	1137
403	769	1134
404	770	1131
405	771	1128
406	772	1125
407	773	1122
408	775	1120
409	777	1118
410	778	1115
411	780	1113
412	782	1111
413	783	1108
414	784	1106
415	785	1103
416	787	1100
417	788	1097
418	789	1094
419	790	1091
420	792	1089
421	793	1086
422	794	1083
423	795	1081
424	797	1078
425	798	1075
426	799	1073
427	800	1070
428	801	1067
429	803	1064
430	804	1062
431	805	1059
432	807	1057
433	808	1054
434	809	1051
435	810	1048
436	811	1045
437	812	1043
438	814	1040
439	815	1038
440	817	1035
441	818	1033
442	819	1030
443	820	1027
444	822	1025
445	823	1022
446	824	1020
447	825	1017
448	826	1014
449	828	1012
450	830	1010
451	831	1008
452	832	1005
453	834	1003
454	835	1000
455	836	997
456	837	995
457	838	992
458	839	990
459	841	987
460	842	985
461	844	982
462	845	980
463	846	978
464	847	975
465	849	973
466	850	970
467	851	968
468	852	965
469	853	962
470	855	960
471	856	958
472	857	955
473	859	953
474	860	951
475	862	949
476	863	946
477	864	943
478	865	941
479	866	939
480	868	937
481	870	935
482	871	932
483	872	930
484	874	928
485	875	926
486	876	923
487	878	921
488	879	919
489	881	917
490	882	915
491	884	913
492	885	910
493	887	908
494	888	906
495	889	903
496	890	901
497	892	899
498	893	897
499	895	895
500	896	892
501	897	890
502	898	887
503	899	885
504	901	883
505	902	880
506	903	878
507	905	876
508	906	874
509	907	872
510	909	869
511	910	867
512	911	865
513	912	862
514	913	860
515	914	858
516	915	855
517	917	853
518	918	851
519	919	849
520	921	846
521	922	844
522	923	841
523	924	839
524	925	837
525	926	835
526	928	832
527	929	830
528	931	828
529	932	826
530	933	824
531	934	822
532	935	819
533	937	817
534	938	816
535	940	813
536	941	811
537	942	809
538	944	807
539	945	805
540	946	803
541	947	800
542	949	798
543	950	796
544	951	794
545	953	792
546	954	790
547	956	788
548	957	786
549	958	784
550	960	782
551	961	780
552	962	778
553	964	776
554	965	774
555	966	772
556	968	770
557	969	768
558	971	766
559	972	763
560	973	761
561	975	759
562	976	757
563	977	755
564	978	753
565	980	751
566	981	749
567	983	747
568	984	745
569	985	743
570	986	741
571	988	739
572	989	737
573	990	735
574	991	733
575	993	731
576	994	729
577	996	727
578	997	725
579	999	724
580	1001	722
581	1002	720
582	1004	718
583	1005	716
584	1007	714
585	1008	712
586	1009	710
587	1011	708
588	1012	706
589	1014	704
590	1015	702
591	1016	700
592	1017	698
593	1019	696
594	1020	694
595	1022	692
596	1023	691
597	1025	689
598	1026	687
599	1027	685
600	1028	683
601	1030	681
602	1032	679
603	1033	677
604	1034	675
605	1036	673
606	1037	671
607	1039	669
608	1040	667
609	1041	666
610	1042	664
611	1044	662
612	1046	660
613	1047	658
614	1048	656
615	1050	654
616	1051	652
617	1053	650
618	1054	648
619	1055	647
620	1057	645
621	1059	643
622	1061	642
623	1062	640
624	1064	638
625	1065	636
626	1066	634
627	1068	632
628	1069	630
629	1071	629
630	1072	627
631	1073	625
632	1075	623
633	1076	621
634	1078	619
635	1079	617
636	1080	615
637	1082	614
638	1084	612
639	1085	610
640	1087	608
641	1088	606
642	1089	605
643	1091	603
644	1092	601
645	1093	599
646	1095	597
647	1097	595
648	1098	594
649	1099	592
650	1101	590
651	1102	588
652	1103	586
653	1104	584
654	1106	582
655	1107	581
656	1109	579
657	1110	577
658	1111	575
659	1113	573
660	1114	571
661	1116	569
662	1117	568
663	1119	566
664	1121	564
665	1122	563
666	1124	561
667	1125	559
668	1126	557
669	1128	555
670	1129	553
671	1131	552
672	1132	550
673	1133	548
674	1135	546
675	1136	544
676	1137	542
677	1139	540
678	1140	539
679	1141	537
680	1143	535
681	1145	533
682	1146	532
683	1147	530
684	1148	528
685	1150	526
686	1151	524
687	1152	522
688	1154	521
689	1156	519
690	1157	517
691	1158	515
692	1160	514
693	1161	512
694	1162	510
695	1163	508
696	1165	506
697	1166	504
698	1167	502
699	1169	501
700	1170	499
701	1172	497
702	1173	495
703	1174	493
704	1175	491
705	1176	489
706	1177	488
707	1179	486
708	1180	484
709	1181	482
710	1183	480
711	1184	479
712	1186	477
713	1187	475
714	1188	473
715	1190	472
716	1191	470
717	1192	468
718	1194	466
719	1196	465
720	1197	463
721	1199	461
722	1200	460
723	1202	458
724	1203	456
725	1204	454
726	1206	453
727	1207	451
728	1209	449
729	1210	447
730	1211	445
731	1213	444
732	1214	442
733	1215	440
734	1216	438
735	1218	436
736	1219	435
737	1221	433
738	1222	431
739	1223	430
740	1225	428
741	1226	426
742	1227	424
743	1229	423
744	1231	421
745	1232	419
746	1234	417
747	1235	416
748	1236	414
749	1237	412
750	1238	410
751	1240	408
752	1241	407
753	1243	405
754	1245	404
755	1246	402
756	1248	400
757	1249	398
758	1250	397
759	1251	395
760	1253	393
761	1254	391
762	1256	390
763	1257	388
764	1258	386
765	1259	384
766	1261	383
767	1262	381
768	1263	379
769	1265	377
770	1266	376
771	1267	374
772	1269	372
773	1270	371
774	1272	369
775	1277	368
776	1280	367
777	1282	365
778	1284	364
779	1286	362
780	1288	361
781	1290	359
782	1292	358
783	1294	356
784	1296	355
785	1298	353
786	1300	351
787	1301	350
788	1303	348
789	1305	347
790	1307	345
791	1309	343
792	1312	342
793	1313	340
794	1315	339
795	1316	337
796	1318	335
797	1321	334
798	1323	332
799	1324	331
800	1327	329
801	1328	327
802	1330	326
803	1331	324
804	1334	323
805	1335	321
806	1336	319
807	1338	317
808	1339	316
809	1340	314
810	1341	312
811	1343	311
812	1345	309
813	1348	308
814	1351	306
815	1353	305
816	1355	303
817	1357	301
818	1358	300
819	1360	298
820	1361	296
821	1362	295
822	1364	293
823	1365	291
824	1366	289
825	1368	288
826	1369	286
827	1371	284
828	1372	283
829	1374	281
830	1375	279
831	1376	277
832	1378	276
833	1379	274
834	1380	272
835	1382	271
836	1383	269
837	1385	267
838	1386	266
839	1387	264
840	1389	262
841	1390	260
842	1391	259
843	1393	257
844	1394	255
845	1396	254
846	1397	252
847	1398	250
848	1400	249
849	1401	247
850	1402	245
851	1403	243
852	1405	242
853	1406	240
854	1407	238
855	1409	237
856	1411	235
857	1412	233
858	1413	232
859	1414	230
860	1416	228
861	1417	226
862	1418	225
863	1420	223
864	1421	221
865	1423	220
866	1424	218
867	1425	216
868	1426	215
869	1427	213
870	1429	211
871	1430	209
872	1431	208
873	1433	206
874	1434	204
875	1436	203
876	1437	201
877	1438	199
878	1439	198
879	1440	196
880	1442	194
881	1443	193
882	1445	191
883	1446	189
884	1448	188
885	1449	186
886	1450	184
887	1452	183
888	1453	181
889	1454	179
890	1456	178
891	1458	176
892	1459	174
893	1461	173
894	1462	171
895	1463	169
896	1465	168
897	1466	166
898	1467	164
899	1469	163
900	1470	161
901	1471	159
902	1473	158
903	1474	156
904	1475	154
905	1476	153
906	1478	151
907	1479	149
908	1480	148
909	1482	146
910	1484	144
911	1485	143
912	1486	141
913	1487	139
914	1489	138
915	1490	136
916	1491	135
917	1493	133
918	1494	131
919	1496	130
920	1497	128
921	1498	126
922	1499	125
923	1500	123
924	1502	121
925	1503	120
926	1504	118
927	1506	116
928	1507	115
929	1509	113
930	1510	111
931	1511	110
932	1513	108
933	1514	107
934	1515	105
935	1517	103
936	1518	102
937	1519	100
938	1521	98
939	1522	97
940	1523	95
941	1524	93
942	1526	92
943	1527	90
944	1528	88
945	1530	87
946	1531	85
947	1533	84
948	1534	82
949	1535	80
950	1537	79
951	1538	77
952	1540	75
953	1541	74
954	1542	72
955	1544	71
956	1545	69
957	1546	67
958	1548	66
959	1549	64
960	1550	62
961	1552	61
962	1553	59
963	1554	58
964	1555	56
965	1557	54
966	1558	53
967	1560	51
968	1561	49
969	1562	48
970	1564	46
971	1565	45
972	1566	43
973	1568	41
974	1569	40
975	1571	38
976	1572	37
977	1573	35
978	1575	33
979	1576	32
980	1577	30
981	1579	28
982	1580	27
983	1581	25
984	1583	24
985	1584	22
986	1586	20
987	1587	19
988	1588	17
989	1589	16
990	1591	14
991	1592	12
992	1593	11
993	1595	9
994	1596	8
995	1598	6
996	1599	4
997	1600	3
998	1601	1
999	1603	0
